Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
847,2001,NBA,2,48,MEM,Antonis Fotsis,20.092,F,gr,,2002.0,2002.0,28.0,11.4,3.9,2.2,0.4,0.3,0.4,0.404,0.432,0.304,0.85,0.1,0.017
848,2001,NBA,2,57,PHI,Alvin Jones,22.297,C,lu,Georgia Institute of Technology,2002.0,2002.0,23.0,5.5,1.1,1.6,0.1,0.1,0.4,0.4,0.4,,0.5,0.1,0.034
849,2002,NBA,1,25,DEN,Frank Williams,22.127,G,us,University of Illinois at Urbana-Champaign,2003.0,2005.0,86.0,11.1,2.9,0.9,1.9,0.4,0.1,0.352,0.376,0.3,0.833,0.1,0.003
850,2002,NBA,2,58,SAC,Corsley Edwards,23.119,F,us,Central Connecticut State University,2005.0,2005.0,10.0,11.0,2.7,2.5,0.3,0.3,0.4,0.323,0.323,,0.583,0.1,0.026
851,2003,NBA,1,26,MIN,Ndudi Ebi,19.012,F,gb,,2004.0,2005.0,19.0,4.5,2.1,1.0,0.2,0.1,0.3,0.486,0.5,0.0,0.462,0.1,0.051
852,2003,NBA,2,48,NOH,James Lang,19.257,C,us,,2007.0,2007.0,11.0,5.0,1.0,1.0,0.2,0.0,0.3,0.444,0.444,,0.6,0.1,0.047
853,2004,NBA,2,35,SEA,Andre Emmett,21.307,F,us,Texas Tech University,2005.0,2012.0,14.0,5.2,1.4,0.6,0.1,0.1,0.1,0.462,0.5,0.0,0.615,0.1,0.04
854,2004,NBA,2,36,ORL,Antonio Burks,24.126,G,us,University of Memphis,2005.0,2006.0,81.0,9.7,2.3,0.6,1.3,0.4,0.0,0.387,0.401,0.235,0.571,0.1,0.004
855,2005,NBA,2,58,TOR,Uros Slokar,22.051,F,si,,2007.0,2007.0,20.0,3.6,1.9,0.7,0.1,0.1,0.1,0.538,0.542,0.5,0.692,0.1,0.042
856,2006,NBA,1,15,NOK,Cedric Simmons,20.181,F,us,North Carolina State University,2007.0,2009.0,75.0,9.4,2.2,1.9,0.2,0.1,0.4,0.409,0.409,,0.39,0.1,0.005
857,2006,NBA,2,46,UTA,Dee Brown,21.32,G,us,University of Illinois at Urbana-Champaign,2007.0,2009.0,68.0,10.5,2.1,1.0,1.8,0.5,0.1,0.34,0.389,0.25,0.643,0.1,0.008
858,2007,NBA,1,19,LAL,Javaris Crittenton,19.184,G,us,Georgia Institute of Technology,2008.0,2009.0,113.0,16.4,5.3,2.4,1.8,0.5,0.1,0.442,0.466,0.231,0.638,0.1,0.002
859,2007,NBA,2,42,POR,Derrick Byars,23.069,F,us,Vanderbilt University,2012.0,2012.0,2.0,18.5,5.0,5.5,0.5,1.0,0.0,0.273,0.6,0.0,1.0,0.1,0.147
860,2008,NBA,1,30,BOS,J.R. Giddens,23.139,G,us,University of New Mexico,2009.0,2010.0,38.0,6.5,1.9,1.4,0.3,0.3,0.1,0.476,0.566,0.0,0.565,0.1,0.027
861,2010,NBA,2,57,IND,Ryan Reid,23.243,F,us,Florida State University,2012.0,2012.0,5.0,3.4,1.6,0.4,0.0,0.0,0.0,0.8,0.8,,,0.1,0.142
862,2011,NBA,2,47,LAC,Travis Leslie,21.091,G,us,University of Georgia,2012.0,2012.0,10.0,4.5,1.4,0.9,0.5,0.2,0.2,0.357,0.357,,0.444,0.1,0.06
863,2012,NBA,2,42,MIL,Doron Lamb,20.24,G,us,University of Kentucky,2013.0,2014.0,100.0,12.7,3.5,1.0,0.8,0.2,0.0,0.381,0.372,0.394,0.7,0.1,0.005
864,2013,NBA,2,46,UTA,Erick Green,22.055,G,us,Virginia Polytechnic Institute and State University,2015.0,2016.0,52.0,8.7,3.1,0.7,0.8,0.3,0.0,0.377,0.415,0.288,0.857,0.1,0.011
865,2014,NBA,1,28,LAC,C.J. Wilcox,23.184,G,us,University of Washington,2015.0,2017.0,66.0,5.7,2.0,0.5,0.5,0.2,0.1,0.37,0.397,0.333,0.813,0.1,0.007
866,2014,NBA,2,48,MIL,Lamar Patterson,22.324,G-F,us,University of Pittsburgh,2016.0,2017.0,40.0,10.9,2.3,1.4,1.1,0.3,0.1,0.326,0.45,0.236,0.72,0.1,0.006
867,2014,NBA,2,55,MIA,Semaj Christon,21.242,G,us,Xavier University,2017.0,2017.0,64.0,15.2,2.9,1.4,2.0,0.4,0.1,0.345,0.406,0.19,0.548,0.1,0.006
868,2016,NBA,1,25,LAC,Brice Johnson,22.002,F,us,University of North Carolina,2017.0,2018.0,21.0,5.1,2.2,1.6,0.1,0.5,0.3,0.449,0.458,0.0,0.6,0.1,0.062
869,2016,NBA,2,37,HOU,Chinanu Onuaku,19.239,F-C,us,University of Louisville,2017.0,2018.0,6.0,12.3,3.0,2.3,0.7,0.5,0.2,0.583,0.583,,1.0,0.1,0.043
870,2016,NBA,2,45,BOS,Demetrius Jackson,21.295,G,us,University of Notre Dame,2017.0,2018.0,20.0,4.9,1.3,0.8,0.6,0.3,0.1,0.455,0.571,0.25,0.5,0.1,0.029
871,2016,NBA,2,56,DEN,Daniel Hamilton,20.325,G-F,us,University of Connecticut,2018.0,2018.0,6.0,4.7,2.0,0.8,1.3,0.2,0.0,0.455,0.5,0.4,,0.1,0.169
872,2017,NBA,1,17,MIL,D.J. Wilson,21.129,F,us,University of Michigan,2018.0,2018.0,22.0,3.2,1.0,0.5,0.1,0.1,0.0,0.563,0.636,0.4,0.5,0.1,0.054
873,2017,NBA,2,31,CHO,Frank Jackson,19.054,G,us,Duke University,2019.0,2019.0,2.0,4.0,2.5,0.0,1.0,0.0,0.0,0.667,0.5,1.0,,0.1,0.329
874,2017,NBA,2,42,UTA,Thomas Bryant,19.331,C,us,Indiana University,2018.0,2019.0,16.0,5.1,1.8,1.3,0.4,0.1,0.1,0.346,0.571,0.083,0.692,0.1,0.057
875,2017,NBA,2,43,HOU,Isaiah Hartenstein,19.05,F,us,,2019.0,2019.0,4.0,6.8,3.0,0.5,0.8,0.3,0.5,0.571,0.8,0.0,1.0,0.1,0.131
876,1997,NBA,2,32,DEN,James Cotton,21.199,G,us,"California State University, Long Beach",1998.0,1999.0,19.0,4.8,2.6,0.8,0.0,0.2,0.1,0.359,0.438,0.0,0.778,0.0,0.008
877,1997,NBA,2,36,PHI,James Collins,23.238,G,us,Florida State University,1998.0,1998.0,23.0,4.5,2.6,0.6,0.1,0.3,0.1,0.382,0.343,0.45,0.571,0.0,0.008
878,1998,NBA,1,18,HOU,Mirsad Turkcan,22.022,F,rs,,2000.0,2000.0,17.0,5.3,1.9,1.9,0.3,0.2,0.1,0.368,0.438,0.0,0.625,0.0,-0.019
879,1999,NBA,1,25,MIA,Tim James,22.191,F,us,University of Miami,2000.0,2002.0,43.0,6.1,1.6,1.1,0.3,0.0,0.2,0.329,0.329,0.333,0.652,0.0,-0.003
880,1999,NBA,2,45,SAC,Ryan Robertson,22.276,G,us,University of Kansas,2000.0,2000.0,1.0,25.0,5.0,0.0,0.0,0.0,0.0,0.333,0.5,0.0,1.0,0.0,-0.022
881,1999,NBA,2,49,CHI,Lari Ketner,22.154,F-C,us,University of Massachusetts Amherst,2000.0,2001.0,25.0,5.6,1.4,1.4,0.1,0.2,0.1,0.406,0.406,,0.667,0.0,-0.015
882,2000,NBA,2,53,DEN,Dan McClintock,23.076,C,us,Northern Arizona University,2001.0,2001.0,6.0,9.7,3.0,2.8,0.2,0.0,0.3,0.5,0.5,,0.0,0.0,0.007
883,2001,NBA,2,33,MEM,Will Solomon,22.348,G,us,Clemson University,2002.0,2009.0,115.0,13.8,5.1,1.1,2.0,0.5,0.1,0.378,0.439,0.298,0.692,0.0,0.0
884,2001,NBA,2,41,IND,Jamison Brewer,20.225,G,us,Auburn University,2002.0,2005.0,54.0,8.7,1.6,0.9,1.0,0.4,0.0,0.372,0.435,0.25,0.393,0.0,-0.001
885,2001,NBA,2,49,MIA,Ken Johnson,23.152,F-C,us,Ohio State University,2003.0,2003.0,16.0,9.8,2.0,2.0,0.0,0.1,0.8,0.405,0.405,,0.333,0.0,-0.002
886,2002,NBA,1,6,CLE,Dajuan Wagner,19.147,G,us,University of Memphis,2003.0,2007.0,103.0,21.4,9.4,1.4,1.9,0.7,0.1,0.366,0.385,0.321,0.77,0.0,0.0
887,2002,NBA,2,32,MEM,Robert Archibald,22.094,F,gb,University of Illinois at Urbana-Champaign,2003.0,2004.0,44.0,7.5,1.2,1.6,0.4,0.3,0.1,0.283,0.283,,0.429,0.0,-0.004
888,2002,NBA,2,38,HOU,Tito Maddox,21.024,G,us,"California State University, Fresno",2003.0,2003.0,9.0,3.9,1.2,0.8,0.6,0.3,0.1,0.25,0.333,0.0,0.625,0.0,-0.011
889,2002,NBA,2,48,MIL,Chris Owens,23.123,F,us,University of Texas at Austin,2003.0,2003.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,0.667,0.667,,,0.0,-0.032
890,2002,NBA,2,57,SAS,Randy Holcomb,22.328,F,us,San Diego State University,2006.0,2006.0,4.0,2.8,0.5,0.3,0.0,0.0,0.0,1.0,1.0,,,0.0,0.15
891,2003,NBA,2,33,MIA,Jerome Beasley,23.045,F,us,University of North Dakota,2004.0,2004.0,2.0,2.5,1.0,0.5,0.0,0.0,0.0,0.333,0.333,,,0.0,-0.117
892,2003,NBA,2,39,NYK,Slavko Vranes,20.152,C,rs,,2004.0,2004.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.371
893,2003,NBA,2,40,GSW,Derrick Zimmerman,21.211,G,us,Mississippi State University,2006.0,2006.0,2.0,16.0,2.0,2.0,3.5,0.0,0.0,0.667,0.667,,,0.0,0.004
894,2004,NBA,2,31,CHI,Jackson Vroman,23.024,F-C,us,Iowa State University,2005.0,2006.0,87.0,12.8,3.3,3.0,0.6,0.4,0.3,0.408,0.412,0.0,0.58,0.0,0.001
895,2004,NBA,2,32,WAS,Peter John Ramos,19.047,C,pr,,2005.0,2005.0,6.0,3.3,1.8,0.7,0.0,0.0,0.2,0.5,0.5,,0.5,0.0,-0.108
896,2004,NBA,2,55,HOU,Luis Flores,23.08,G,do,Manhattan College,2005.0,2005.0,16.0,4.8,2.2,0.2,0.7,0.1,0.0,0.483,0.474,0.5,1.0,0.0,-0.02
897,2005,NBA,1,20,DEN,Julius Hodge,21.228,G,us,North Carolina State University,2006.0,2007.0,23.0,4.3,1.2,0.7,0.8,0.3,0.0,0.44,0.44,,0.5,0.0,0.003
898,2005,NBA,2,44,ORL,Martynas Andriuskevicius,19.113,C,lt,,2006.0,2006.0,6.0,1.5,0.0,0.7,0.0,0.3,0.0,0.0,0.0,,,0.0,0.155
899,2005,NBA,2,51,UTA,Robert Whaley,23.079,C,us,Walsh University,2006.0,2006.0,23.0,9.2,2.1,1.9,0.7,0.3,0.3,0.404,0.404,,0.5,0.0,0.004
900,2006,NBA,1,19,SAC,Quincy Douby,22.048,G,us,Rutgers University,2007.0,2009.0,143.0,10.7,4.1,1.1,0.7,0.3,0.1,0.389,0.436,0.312,0.884,0.0,0.0
901,2006,NBA,1,22,NJN,Marcus Williams,20.212,G,us,University of Connecticut,2007.0,2010.0,203.0,15.2,5.6,1.8,2.8,0.4,0.0,0.386,0.421,0.321,0.767,0.0,-0.001
902,2006,NBA,2,38,GSW,Kosta Perovic,21.134,C,hr,,2008.0,2008.0,7.0,5.4,1.4,1.9,0.1,0.0,0.3,0.3,0.3,,0.667,0.0,0.06
903,2006,NBA,2,52,LAC,Guillermo Diaz,21.121,G,pr,University of Miami,2008.0,2008.0,6.0,3.0,0.8,0.3,0.2,0.0,0.0,0.25,0.333,0.0,0.6,0.0,0.033
904,2007,NBA,1,25,UTA,Morris Almond,22.151,G,us,Rice University,2008.0,2012.0,38.0,9.5,3.1,1.2,0.3,0.3,0.1,0.381,0.404,0.292,0.743,0.0,0.005
905,2007,NBA,2,36,GSW,Jermareo Davidson,22.23,F,us,University of Alabama,2008.0,2009.0,52.0,8.3,3.1,1.8,0.3,0.2,0.3,0.425,0.425,,0.578,0.0,0.0
906,2007,NBA,2,51,CHI,JamesOn Curry,21.177,G,us,Oklahoma State University,2010.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
907,2008,NBA,2,39,CHI,Sonny Weems,21.359,G-F,us,University of Arkansas,2009.0,2016.0,183.0,18.2,6.5,2.2,1.4,0.5,0.2,0.465,0.487,0.283,0.702,0.0,0.001
908,2008,NBA,2,42,SAC,Sean Singletary,22.299,G,us,University of Virginia,2009.0,2009.0,37.0,8.2,2.4,0.9,0.8,0.3,0.0,0.365,0.35,0.4,0.857,0.0,0.006
909,2008,NBA,2,58,LAL,Joe Crawford,22.015,F,us,University of Kentucky,2009.0,2009.0,2.0,11.5,4.5,2.0,0.5,0.5,0.0,0.3,0.333,0.25,1.0,0.0,0.037
910,2009,NBA,2,48,PHO,Taylor Griffin,23.074,F,us,University of Oklahoma,2010.0,2010.0,8.0,4.0,1.3,0.3,0.1,0.0,0.3,0.4,0.5,0.0,0.5,0.0,-0.039
911,2010,NBA,1,24,ATL,Damion James,22.266,G-F,us,University of Texas at Austin,2011.0,2014.0,39.0,16.0,3.8,3.4,0.7,0.6,0.5,0.415,0.433,0.0,0.667,0.0,-0.001
912,2010,NBA,2,46,PHO,Gani Lawal,21.234,F,us,Georgia Institute of Technology,2011.0,2011.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-0.009
913,2010,NBA,2,50,DAL,Solomon Alabi,22.1,C,ng,Florida State University,2011.0,2012.0,26.0,7.0,1.5,2.3,0.2,0.2,0.4,0.314,0.314,,0.7,0.0,0.01
914,2010,NBA,2,53,ATL,Pape Sy,22.085,F,fr,,2011.0,2011.0,3.0,7.0,2.3,1.0,0.7,0.3,0.0,0.333,0.4,0.0,1.0,0.0,-0.047
915,2010,NBA,2,56,MIN,Hamady N'Diaye,23.169,C,sn,Rutgers University,2011.0,2014.0,33.0,4.8,0.6,0.8,0.1,0.1,0.3,0.467,0.467,,0.462,0.0,0.013
916,2011,NBA,2,37,LAC,Trey Thompkins,21.039,F,us,University of Georgia,2012.0,2012.0,24.0,5.0,2.4,1.0,0.1,0.1,0.1,0.393,0.417,0.308,0.714,0.0,0.004
917,2011,NBA,2,46,LAL,Andrew Goudelock,22.203,G,us,College of Charleston,2012.0,2016.0,49.0,9.7,4.0,0.7,0.5,0.2,0.0,0.393,0.429,0.345,0.875,0.0,0.003
918,2011,NBA,2,48,ATL,Keith Benson,22.319,C,us,Oakland University,2012.0,2012.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.005
919,2012,NBA,1,16,HOU,Royce White,21.085,F,us,Iowa State University,2014.0,2014.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.121
920,2012,NBA,1,22,BOS,Fab Melo,22.014,C,br,Syracuse University,2013.0,2013.0,6.0,6.0,1.2,0.5,0.0,0.3,0.3,0.5,0.5,,0.25,0.0,0.021
921,2013,NBA,2,33,CLE,Carrick Felix,22.32,G,us,Arizona State University,2014.0,2014.0,7.0,5.4,2.7,0.9,0.6,0.0,0.0,0.5,0.556,0.4,0.75,0.0,0.057
922,2013,NBA,2,41,MEM,Jamaal Franklin,21.347,G,us,San Diego State University,2014.0,2015.0,24.0,7.3,1.8,1.0,0.4,0.2,0.1,0.415,0.393,0.462,1.0,0.0,-0.006
923,2013,NBA,2,42,PHI,Pierre Jackson,21.308,G,us,Baylor University,2017.0,2017.0,8.0,10.5,4.4,1.1,2.4,0.3,0.0,0.333,0.357,0.273,0.857,0.0,0.021
924,2014,NBA,2,51,NYK,Thanasis Antetokounmpo,21.349,F,gr,,2016.0,2016.0,2.0,3.0,3.0,0.5,0.0,0.0,0.0,0.75,1.0,0.0,,0.0,0.291
925,2015,NBA,2,56,NOP,Branden Dawson,22.149,F,us,Michigan State University,2016.0,2016.0,6.0,4.8,0.8,0.7,0.0,0.0,0.2,0.4,0.4,,1.0,0.0,0.069
926,2016,NBA,1,21,ATL,DeAndre Bembry,21.36,F,us,Saint Joseph's University,2017.0,2019.0,68.0,13.6,4.0,2.3,1.3,0.5,0.3,0.438,0.475,0.304,0.492,0.0,-0.001
927,2016,NBA,1,22,CHO,Malachi Richardson,20.175,G,us,Syracuse University,2017.0,2019.0,51.0,10.5,3.4,1.1,0.5,0.3,0.0,0.366,0.422,0.296,0.767,0.0,0.003
928,2016,NBA,1,26,PHI,Furkan Korkmaz,18.339,G,tr,,2018.0,2019.0,18.0,5.7,1.4,0.8,0.2,0.2,0.1,0.29,0.333,0.263,0.5,0.0,-0.004
929,2016,NBA,2,41,ORL,Stephen Zimmerman,19.292,C,us,"University of Nevada, Las Vegas",2017.0,2017.0,19.0,5.7,1.2,1.8,0.2,0.1,0.3,0.323,0.323,,0.6,0.0,-0.005
930,2016,NBA,2,46,DAL,A.J. Hammons,23.306,C,us,Purdue University,2017.0,2017.0,22.0,7.4,2.2,1.6,0.2,0.0,0.6,0.405,0.375,0.5,0.45,0.0,-0.001
931,2016,NBA,2,55,BRK,Marcus Paige,22.291,G,us,University of North Carolina,2018.0,2018.0,5.0,5.6,2.4,0.8,0.6,0.0,0.0,0.286,0.333,0.25,1.0,0.0,-0.006
932,2017,NBA,1,16,CHI,Justin Patton,20.013,C,us,Creighton University,2018.0,2018.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.5,0.5,,,0.0,0.151
933,2017,NBA,1,24,UTA,Tyler Lydon,21.079,F,us,Syracuse University,2018.0,2019.0,3.0,2.0,0.7,0.3,0.0,0.0,0.0,1.0,1.0,,,0.0,0.221
934,2017,NBA,1,26,POR,Caleb Swanigan,20.07,F,us,Purdue University,2018.0,2019.0,28.0,6.9,2.2,1.9,0.5,0.2,0.1,0.4,0.442,0.125,0.667,0.0,-0.003
935,2017,NBA,1,28,LAL,Tony Bradley,19.17,F-C,us,University of North Carolina,2018.0,2018.0,9.0,3.2,0.9,1.2,0.1,0.0,0.0,0.273,0.3,0.0,1.0,0.0,0.033
936,2017,NBA,2,36,PHI,Jonah Bolden,21.177,F,au,,2019.0,2019.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,-0.255
937,2017,NBA,2,40,NOP,Dwayne Bacon,21.302,G,us,Florida State University,2018.0,2019.0,55.0,13.3,3.4,2.3,0.7,0.3,0.0,0.38,0.412,0.277,0.828,0.0,0.002
938,2017,NBA,2,47,IND,Ike Anigbogu,18.248,F-C,us,"University of California, Los Angeles",2018.0,2019.0,12.0,2.8,1.1,0.8,0.0,0.1,0.3,0.364,0.364,,0.833,0.0,0.063
939,2017,NBA,2,52,NOP,Edmond Sumner,21.179,G,us,Xavier University,2018.0,2019.0,5.0,3.4,0.8,0.2,0.2,0.0,0.0,0.5,0.667,0.0,0.0,0.0,-0.097
940,1997,NBA,1,20,MIN,Paul Grant,23.176,C,us,University of Wisconsin,1999.0,2004.0,16.0,6.9,1.8,1.1,0.2,0.1,0.1,0.448,0.448,,0.375,-0.1,-0.043
941,1997,NBA,2,45,WAS,God Shammgod,21.062,G,us,Providence College,1998.0,1998.0,20.0,7.3,3.1,0.4,1.8,0.4,0.1,0.328,0.339,0.0,0.767,-0.1,-0.049
942,1998,NBA,2,37,PHI,Casey Shaw,22.345,C,us,University of Toledo,1999.0,1999.0,9.0,1.6,0.2,0.3,0.0,0.0,0.0,0.125,0.125,,,-0.1,-0.498
943,1998,NBA,2,38,NYK,DeMarco Johnson,22.267,F,us,University of North Carolina at Charlotte,2000.0,2000.0,5.0,7.4,1.2,1.4,0.0,0.2,0.0,0.333,0.333,,,-0.1,-0.091
944,1998,NBA,2,42,ORL,Miles Simon,22.221,G,se,University of Arizona,1999.0,1999.0,5.0,3.8,0.4,0.4,0.0,0.2,0.0,0.2,0.333,0.0,,-0.1,-0.289
945,1999,NBA,2,30,LAL,John Celestand,22.121,G,us,Villanova University,2000.0,2000.0,16.0,11.6,2.3,0.7,1.3,0.4,0.0,0.333,0.361,0.222,0.833,-0.1,-0.038
946,2000,NBA,2,35,WAS,Mike Smith,24.08,F,us,University of Louisiana at Monroe,2001.0,2001.0,17.0,10.6,3.0,1.3,0.6,0.3,0.2,0.322,0.39,0.167,0.625,-0.1,-0.033
947,2001,NBA,2,32,ORL,Omar Cook,19.155,G,us,St. John's University,2004.0,2005.0,22.0,9.7,1.7,0.6,2.1,0.7,0.0,0.333,0.37,0.0,0.5,-0.1,-0.021
948,2004,NBA,1,21,UTA,Pavel Podkolzin,19.165,C,ru,,2005.0,2006.0,6.0,4.7,0.7,1.5,0.0,0.0,0.2,0.0,0.0,,0.5,-0.1,-0.163
949,2004,NBA,2,50,DAL,Vassilis Spanoulis,21.327,G,gr,,2007.0,2007.0,31.0,8.8,2.7,0.7,0.9,0.2,0.0,0.319,0.419,0.172,0.81,-0.1,-0.01
950,2005,NBA,1,12,LAC,Yaroslav Korolev,18.057,F,ru,,2006.0,2007.0,34.0,4.9,1.1,0.5,0.4,0.2,0.0,0.283,0.294,0.25,0.625,-0.1,-0.024
951,2006,NBA,2,51,LAL,Cheikh Samb,21.254,C,sn,,2008.0,2009.0,22.0,5.2,1.0,1.4,0.0,0.2,0.5,0.25,0.273,0.0,0.444,-0.1,-0.056
952,2006,NBA,2,60,DET,Will Blalock,22.299,G,us,Iowa State University,2007.0,2007.0,14.0,11.9,1.8,1.1,1.2,0.4,0.0,0.3,0.32,0.2,1.0,-0.1,-0.032
953,2007,NBA,2,33,SAS,Marcus Williams,20.227,F,us,University of Arizona,2008.0,2009.0,13.0,3.0,1.1,0.9,0.2,0.1,0.1,0.318,0.318,,,-0.1,-0.084
954,2007,NBA,2,40,LAL,Sun Yue,21.239,G,cn,,2009.0,2009.0,10.0,2.8,0.6,0.0,0.2,0.1,0.1,0.273,0.6,0.0,,-0.1,-0.226
955,2007,NBA,2,52,POR,Taurean Green,20.217,G,us,University of Florida,2008.0,2008.0,17.0,4.4,1.6,0.6,0.6,0.1,0.0,0.28,0.357,0.182,0.917,-0.1,-0.066
956,2008,NBA,2,32,SEA,Walter Sharpe,21.349,F,us,University of Alabama at Birmingham,2009.0,2009.0,8.0,2.5,1.0,0.4,0.0,0.0,0.3,0.364,0.444,0.0,0.0,-0.1,-0.131
957,2008,NBA,2,43,SAC,Patrick Ewing,24.043,F,us,Georgetown University,2011.0,2011.0,7.0,2.7,0.4,0.3,0.3,0.0,0.1,0.0,0.0,0.0,0.75,-0.1,-0.158
958,2009,NBA,2,35,DET,DaJuan Summers,21.158,F,us,Georgetown University,2010.0,2013.0,83.0,9.9,3.3,1.0,0.3,0.2,0.1,0.384,0.392,0.367,0.642,-0.1,-0.008
959,2010,NBA,2,31,NJN,Tibor Pleiss,20.239,C,de,,2016.0,2016.0,12.0,6.8,2.0,1.3,0.2,0.1,0.2,0.44,0.478,0.0,1.0,-0.1,-0.041
960,2010,NBA,2,34,POR,Armon Johnson,21.126,G,us,"University of Nevada, Reno",2011.0,2012.0,47.0,8.5,3.3,1.0,1.2,0.2,0.0,0.458,0.465,0.4,0.679,-0.1,-0.015
961,2011,NBA,2,35,SAC,Tyler Honeycutt,20.348,F,us,"University of California, Los Angeles",2012.0,2013.0,24.0,5.0,1.2,1.0,0.4,0.2,0.2,0.314,0.333,0.2,0.714,-0.1,-0.049
962,2012,NBA,2,38,DEN,Quincy Miller,19.227,F,us,Baylor University,2013.0,2015.0,69.0,13.5,4.3,2.4,0.5,0.4,0.5,0.35,0.383,0.292,0.706,-0.1,-0.003
963,2012,NBA,2,51,BOS,Kris Joseph,23.199,F,ca,Syracuse University,2013.0,2013.0,10.0,5.4,0.9,0.7,0.1,0.3,0.0,0.143,0.182,0.0,0.625,-0.1,-0.127
964,2013,NBA,2,40,POR,Grant Jerrett,19.359,F,us,University of Arizona,2015.0,2015.0,8.0,6.4,2.0,1.1,0.4,0.3,0.3,0.269,0.545,0.067,1.0,-0.1,-0.128
965,2013,NBA,2,49,CHI,Erik Murphy,22.25,F,fr,University of Florida,2014.0,2014.0,24.0,2.6,0.3,0.3,0.1,0.0,0.2,0.231,0.3,0.0,,-0.1,-0.055
966,2013,NBA,2,52,MIN,Lorenzo Brown,22.311,G,us,North Carolina State University,2014.0,2019.0,82.0,12.4,3.1,1.5,2.0,0.6,0.1,0.377,0.47,0.157,0.684,-0.1,-0.004
967,2014,NBA,2,31,MIL,Damien Inglis,19.042,F,gf,,2016.0,2016.0,20.0,7.8,1.8,1.6,0.5,0.3,0.2,0.351,0.417,0.231,0.875,-0.1,-0.024
968,2014,NBA,2,42,HOU,Nick Johnson,21.191,G,us,University of Arizona,2015.0,2015.0,28.0,9.4,2.6,1.4,0.4,0.3,0.1,0.347,0.389,0.238,0.68,-0.1,-0.02
969,2014,NBA,2,49,CHI,Cameron Bairstow,23.207,F-C,au,University of New Mexico,2015.0,2016.0,36.0,4.6,1.2,1.0,0.2,0.1,0.1,0.296,0.306,0.2,0.846,-0.1,-0.021
970,2016,NBA,1,17,MEM,Wade Baldwin,20.091,G,us,Vanderbilt University,2017.0,2019.0,41.0,11.9,3.5,1.4,1.6,0.5,0.2,0.362,0.391,0.25,0.787,-0.1,-0.012
971,2016,NBA,1,18,DET,Henry Ellenson,19.166,F,us,Marquette University,2017.0,2018.0,57.0,8.3,3.7,2.1,0.5,0.1,0.0,0.362,0.4,0.316,0.784,-0.1,-0.008
972,2016,NBA,2,40,NOP,Diamond Stone,19.138,C,us,University of Maryland,2017.0,2017.0,7.0,3.4,1.4,0.9,0.0,0.0,0.1,0.231,0.231,,1.0,-0.1,-0.211
973,2016,NBA,2,48,CHI,Paul Zipser,22.131,G-F,de,,2017.0,2018.0,98.0,17.0,4.7,2.6,0.8,0.4,0.3,0.371,0.402,0.335,0.769,-0.1,-0.002
974,2016,NBA,2,49,DET,Michael Gbinije,24.024,G,us,Syracuse University,2017.0,2017.0,9.0,3.6,0.4,0.3,0.2,0.0,0.0,0.1,0.167,0.0,1.0,-0.1,-0.136
975,2016,NBA,2,51,BOS,Ben Bentil,21.092,F,gh,Providence College,2017.0,2017.0,3.0,3.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,-0.1,-0.473
976,2016,NBA,2,58,BOS,Abdel Nader,22.277,F,eg,Iowa State University,2018.0,2018.0,48.0,10.9,3.0,1.5,0.5,0.3,0.2,0.336,0.321,0.354,0.59,-0.1,-0.014
977,2017,NBA,2,53,BOS,Kadeem Allen,24.164,G,us,University of Arizona,2018.0,2018.0,18.0,5.9,1.1,0.6,0.7,0.2,0.1,0.273,0.545,0.0,0.778,-0.1,-0.039
978,1998,NBA,2,56,VAN,J.R. Henderson,21.242,F,us,"University of California, Los Angeles",1999.0,1999.0,30.0,11.0,3.2,1.6,0.7,0.3,0.1,0.365,0.363,0.4,0.556,-0.2,-0.025
979,1999,NBA,2,39,CLE,A.J. Bramlett,22.176,C,us,University of Arizona,2000.0,2000.0,8.0,7.6,1.0,2.8,0.0,0.1,0.0,0.19,0.19,,,-0.2,-0.129
980,2000,NBA,2,39,NYK,Lavor Postell,22.128,G,us,St. John's University,2001.0,2003.0,61.0,7.3,3.2,0.7,0.2,0.2,0.0,0.335,0.364,0.25,0.795,-0.2,-0.025
981,2000,NBA,2,52,MIA,Ernest Brown,21.048,C,us,Indian Hills Community College,2002.0,2002.0,3.0,7.0,1.0,2.0,0.0,0.0,0.3,0.167,0.167,,0.25,-0.2,-0.349
982,2001,NBA,2,36,CLE,Jeff Trepagnier,21.357,G,us,University of Southern California,2002.0,2004.0,31.0,8.7,2.8,1.4,0.7,0.6,0.1,0.337,0.318,0.462,0.7,-0.2,-0.038
