Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
272,2002,NBA,1,24,NJN,Nenad Krstic,18.341,C,rs,,2005.0,2011.0,419.0,25.2,10.0,5.4,0.8,0.4,0.7,0.494,0.495,0.143,0.73,21.5,0.098
273,2007,NBA,1,7,MIN,Corey Brewer,21.12,F-G,us,University of Florida,2008.0,2018.0,783.0,23.3,8.9,2.8,1.5,1.3,0.3,0.425,0.48,0.283,0.713,21.5,0.057
274,2000,NBA,1,2,VAN,Stromile Swift,20.225,F,us,Louisiana State University,2001.0,2009.0,547.0,19.8,8.4,4.6,0.5,0.6,1.2,0.473,0.476,0.074,0.699,21.3,0.095
275,2014,NBA,1,25,HOU,Clint Capela,20.044,C,ch,,2015.0,2019.0,233.0,22.8,10.7,8.2,0.8,0.7,1.4,0.629,0.629,0.0,0.482,21.0,0.189
276,1998,NBA,2,53,DAL,Greg Buckner,21.286,G,us,Clemson University,2000.0,2009.0,570.0,19.1,5.0,2.8,1.3,0.8,0.2,0.45,0.496,0.334,0.757,20.9,0.092
277,2008,NBA,2,36,POR,Omer Asik,21.363,C,tr,,2011.0,2018.0,471.0,19.6,5.3,7.1,0.6,0.4,0.7,0.528,0.528,0.0,0.551,20.9,0.109
278,2011,NBA,1,7,SAC,Bismack Biyombo,18.303,C-F,cd,,2012.0,2019.0,532.0,20.8,5.0,6.4,0.5,0.3,1.4,0.513,0.514,0.0,0.566,20.9,0.091
279,2013,NBA,1,4,CHA,Cody Zeller,20.27,C-F,us,Indiana University,2014.0,2019.0,318.0,22.5,7.9,5.6,1.3,0.7,0.7,0.505,0.507,0.294,0.735,20.9,0.14
280,2001,NBA,1,1,WAS,Kwame Brown,19.114,F,us,,2002.0,2013.0,607.0,22.1,6.6,5.5,0.9,0.5,0.6,0.492,0.493,0.111,0.57,20.8,0.074
281,2002,NBA,2,53,MIA,Rasual Butler,23.04,F-G,us,La Salle University,2003.0,2016.0,809.0,21.3,7.5,2.4,0.8,0.4,0.5,0.403,0.437,0.362,0.747,20.8,0.058
282,2013,NBA,1,13,DAL,Kelly Olynyk,22.075,C-F,ca,Gonzaga University,2014.0,2019.0,358.0,21.3,9.9,4.9,1.9,0.7,0.5,0.481,0.544,0.369,0.75,20.5,0.129
283,2003,NBA,2,43,MIL,Keith Bogans,23.05,G-F,us,University of Kentucky,2004.0,2014.0,671.0,21.6,6.3,2.7,1.3,0.6,0.1,0.394,0.442,0.353,0.716,20.4,0.068
284,2005,NBA,1,19,MEM,Hakim Warrick,22.361,F,us,Syracuse University,2006.0,2013.0,526.0,20.2,9.4,4.0,0.8,0.4,0.3,0.49,0.499,0.191,0.726,20.4,0.092
285,2005,NBA,1,26,DET,Jason Maxiell,22.136,F,us,University of Cincinnati,2006.0,2015.0,618.0,18.4,5.6,4.2,0.4,0.4,0.8,0.495,0.496,0.0,0.564,20.3,0.086
286,2009,NBA,1,13,IND,Tyler Hansbrough,23.24,F,us,University of North Carolina,2010.0,2016.0,428.0,16.9,6.7,4.2,0.4,0.5,0.2,0.439,0.442,0.136,0.738,20.2,0.134
287,2001,NBA,1,18,HOU,Jason Collins,22.213,C,us,Stanford University,2002.0,2014.0,735.0,20.4,3.6,3.7,0.9,0.5,0.5,0.411,0.414,0.206,0.647,20.1,0.064
288,2001,NBA,2,42,SEA,Bobby Simmons,21.03,G-F,us,DePaul University,2002.0,2012.0,466.0,24.7,9.0,3.8,1.5,0.8,0.2,0.437,0.452,0.396,0.823,20.1,0.084
289,2000,NBA,2,37,MIA,Eddie House,22.051,G,us,Arizona State University,2001.0,2011.0,717.0,17.3,7.5,1.7,1.6,0.7,0.1,0.409,0.423,0.39,0.851,20.0,0.077
290,2009,NBA,2,42,LAL,Patrick Beverley,20.353,G,us,University of Arkansas,2013.0,2019.0,307.0,28.5,9.3,4.1,3.4,1.3,0.4,0.412,0.457,0.374,0.767,20.0,0.11
291,2009,NBA,2,43,MIA,Marcus Thornton,22.026,G,us,Louisiana State University,2010.0,2017.0,483.0,23.4,11.9,2.8,1.4,0.8,0.1,0.425,0.471,0.358,0.83,20.0,0.085
292,1998,NBA,1,23,DEN,Tyronn Lue,21.057,G,us,University of Nebraska,1999.0,2009.0,554.0,22.7,8.5,1.7,3.1,0.5,0.0,0.437,0.456,0.391,0.829,19.7,0.075
293,2003,NBA,1,11,GSW,Mickael Pietrus,21.144,G-F,gp,,2004.0,2013.0,557.0,21.5,8.3,3.1,0.8,0.7,0.4,0.425,0.495,0.355,0.665,19.7,0.079
294,2013,NBA,1,8,DET,Kentavious Caldwell-Pope,20.134,G,us,University of Georgia,2014.0,2019.0,393.0,30.7,11.9,3.4,1.7,1.2,0.2,0.409,0.462,0.344,0.787,19.7,0.078
295,2005,NBA,2,50,BOS,Ryan Gomes,22.306,F,us,Providence College,2006.0,2014.0,487.0,27.6,10.1,4.6,1.5,0.7,0.2,0.445,0.473,0.349,0.799,19.4,0.069
296,2001,NBA,2,40,SEA,Earl Watson,22.021,G,us,"University of California, Los Angeles",2002.0,2014.0,878.0,22.2,6.4,2.3,4.4,1.0,0.2,0.411,0.449,0.324,0.703,19.2,0.047
297,2005,NBA,2,37,LAL,Ronny Turiaf,22.172,F,mq,Gonzaga University,2006.0,2015.0,473.0,17.0,4.7,3.7,1.3,0.4,1.3,0.533,0.535,0.0,0.636,19.2,0.115
298,2005,NBA,2,49,WAS,Andray Blatche,18.315,F,us,,2006.0,2014.0,564.0,22.1,10.1,5.4,1.4,0.9,0.8,0.467,0.478,0.237,0.725,19.2,0.074
299,2007,NBA,1,26,HOU,Aaron Brooks,22.17,G,us,University of Oregon,2008.0,2018.0,645.0,20.8,9.7,1.7,3.0,0.6,0.1,0.413,0.442,0.37,0.837,19.2,0.069
300,2012,NBA,1,2,CHA,Michael Kidd-Gilchrist,18.28,F,us,University of Kentucky,2013.0,2019.0,363.0,26.6,9.1,5.9,1.2,0.7,0.7,0.478,0.482,0.225,0.705,19.2,0.096
301,2012,NBA,1,14,MIL,John Henson,21.188,C-F,us,University of North Carolina,2013.0,2019.0,396.0,20.3,7.9,5.5,1.1,0.5,1.5,0.54,0.543,0.25,0.572,19.1,0.114
302,2009,NBA,2,37,SAS,DeJuan Blair,20.069,F-C,us,University of Pittsburgh,2010.0,2016.0,424.0,16.6,6.8,5.1,0.8,0.7,0.3,0.524,0.526,0.0,0.608,19.0,0.129
303,2006,NBA,1,1,TOR,Andrea Bargnani,20.25,F-C,it,,2007.0,2016.0,550.0,28.7,14.3,4.6,1.2,0.4,0.9,0.439,0.47,0.354,0.824,18.9,0.057
304,1997,NBA,2,54,SEA,Mark Blount,21.213,C,us,University of Pittsburgh,2001.0,2009.0,605.0,23.1,8.2,4.6,0.8,0.5,0.8,0.504,0.507,0.359,0.723,18.8,0.065
305,2008,NBA,2,31,MIN,Nikola Pekovic,22.18,C,me,,2011.0,2016.0,271.0,24.9,12.6,6.7,0.7,0.5,0.6,0.518,0.518,,0.76,18.8,0.134
306,2011,NBA,1,29,SAS,Cory Joseph,19.312,G,ca,University of Texas at Austin,2012.0,2019.0,451.0,20.9,7.0,2.4,2.6,0.7,0.2,0.451,0.482,0.335,0.764,18.8,0.096
307,1997,NBA,1,8,GSW,Adonal Foyle,22.114,C,vc,Colgate University,1998.0,2009.0,733.0,17.8,4.1,4.7,0.5,0.4,1.6,0.477,0.477,0.0,0.499,18.7,0.069
308,1998,NBA,1,19,MIL,Pat Garrity,21.31,F,us,University of Notre Dame,1999.0,2008.0,552.0,20.0,7.3,2.6,0.8,0.4,0.2,0.417,0.434,0.398,0.806,18.7,0.081
309,2008,NBA,1,11,IND,Jerryd Bayless,19.315,G,us,University of Arizona,2009.0,2018.0,552.0,21.4,8.5,2.1,2.8,0.6,0.1,0.414,0.438,0.366,0.824,18.7,0.076
310,2010,NBA,1,2,PHI,Evan Turner,21.245,G,us,Ohio State University,2011.0,2019.0,617.0,27.8,10.2,4.7,3.5,0.8,0.3,0.434,0.456,0.301,0.787,18.7,0.052
311,2007,NBA,1,16,WAS,Nick Young,22.032,G-F,us,University of Southern California,2008.0,2018.0,716.0,22.9,11.4,2.0,1.0,0.6,0.2,0.418,0.446,0.376,0.836,18.6,0.054
312,2007,NBA,2,35,SEA,Glen Davis,21.183,F-C,us,Louisiana State University,2008.0,2015.0,514.0,21.1,8.0,4.4,0.9,0.7,0.3,0.447,0.451,0.182,0.7,18.6,0.082
313,2000,NBA,1,10,ORL,Keyon Dooling,20.056,G,us,University of Missouri,2001.0,2013.0,728.0,19.4,7.0,1.3,2.2,0.6,0.1,0.416,0.443,0.349,0.799,18.5,0.063
314,2007,NBA,2,37,POR,Josh McRoberts,20.125,F,us,Duke University,2008.0,2018.0,433.0,19.1,5.4,3.9,2.1,0.5,0.4,0.463,0.514,0.34,0.705,18.5,0.107
315,2009,NBA,1,23,SAC,Omri Casspi,21.008,F,il,,2010.0,2019.0,555.0,20.7,8.0,4.1,1.2,0.6,0.2,0.451,0.497,0.368,0.678,18.4,0.077
316,2009,NBA,1,12,CHA,Gerald Henderson,21.204,G,us,Duke University,2010.0,2017.0,535.0,25.9,11.2,3.2,1.9,0.7,0.3,0.44,0.46,0.327,0.793,18.3,0.063
317,1998,NBA,1,13,ORL,Keon Clark,23.075,F-C,us,"University of Nevada, Las Vegas",1999.0,2004.0,353.0,22.6,8.2,5.9,0.9,0.5,1.6,0.5,0.503,0.053,0.645,18.2,0.11
318,1999,NBA,1,23,LAL,Devean George,21.31,G-F,us,Augsburg College,2000.0,2010.0,630.0,18.5,5.6,3.1,0.9,0.7,0.4,0.392,0.421,0.343,0.721,18.2,0.075
319,2005,NBA,1,23,SAC,Francisco Garcia,23.185,F-G,do,University of Louisville,2006.0,2015.0,549.0,21.6,7.9,2.6,1.4,0.8,0.7,0.427,0.484,0.357,0.799,18.2,0.074
320,2011,NBA,1,23,HOU,Nikola Mirotic,20.137,F,me,,2015.0,2019.0,277.0,23.8,11.9,5.8,1.3,0.8,0.7,0.422,0.497,0.359,0.799,18.0,0.131
321,2001,NBA,1,27,MEM,Jamaal Tinsley,23.125,G,us,Iowa State University,2002.0,2014.0,547.0,26.4,8.5,2.9,6.1,1.4,0.3,0.393,0.432,0.299,0.716,17.2,0.057
322,2003,NBA,1,8,MIL,T.J. Ford,20.099,G,us,University of Texas at Austin,2004.0,2012.0,429.0,27.7,11.2,3.1,5.8,1.2,0.1,0.433,0.45,0.289,0.815,16.9,0.068
323,2012,NBA,1,17,DAL,Tyler Zeller,22.168,F-C,us,University of North Carolina,2013.0,2018.0,406.0,17.6,7.0,4.4,0.9,0.3,0.6,0.508,0.512,0.294,0.764,16.8,0.112
324,2005,NBA,1,18,BOS,Gerald Green,19.158,G-F,us,,2006.0,2019.0,590.0,19.8,9.8,2.5,0.9,0.5,0.3,0.419,0.466,0.362,0.817,16.6,0.068
325,2002,NBA,1,14,IND,Fred Jones,23.113,G-F,us,University of Oregon,2003.0,2009.0,430.0,24.0,7.5,2.2,2.3,0.8,0.3,0.411,0.445,0.353,0.809,16.5,0.077
326,2003,NBA,1,23,POR,Travis Outlaw,18.285,F,us,,2004.0,2014.0,622.0,20.9,8.5,3.2,0.8,0.5,0.6,0.423,0.447,0.337,0.744,16.5,0.061
327,2009,NBA,1,8,NYK,Jordan Hill,21.339,C-F,us,University of Arizona,2010.0,2017.0,409.0,18.8,7.9,5.8,0.8,0.4,0.7,0.497,0.499,0.136,0.699,16.4,0.102
328,2012,NBA,1,20,DEN,Evan Fournier,19.247,G-F,fr,,2013.0,2019.0,381.0,27.2,13.2,2.7,2.3,0.8,0.1,0.447,0.495,0.378,0.804,16.4,0.076
329,2015,NBA,1,11,IND,Myles Turner,19.097,C-F,us,University of Texas at Austin,2016.0,2019.0,211.0,27.8,12.7,6.5,1.1,0.7,1.8,0.498,0.523,0.344,0.784,16.2,0.132
330,2012,NBA,2,49,ORL,Kyle O'Quinn,22.1,F-C,us,Norfolk State University,2013.0,2019.0,403.0,15.1,5.8,4.8,1.3,0.4,1.0,0.519,0.537,0.221,0.748,16.1,0.127
331,2004,NBA,1,27,LAL,Sasha Vujacic,20.113,G,si,,2005.0,2017.0,581.0,15.3,5.3,1.9,1.3,0.6,0.1,0.39,0.415,0.367,0.858,16.0,0.086
332,2006,NBA,2,36,MIN,Craig Smith,22.236,F,us,Boston College,2007.0,2012.0,403.0,16.9,7.6,3.9,0.8,0.5,0.2,0.553,0.56,0.037,0.661,16.0,0.113
333,2006,NBA,2,42,CLE,Daniel Gibson,20.126,G,us,University of Texas at Austin,2007.0,2013.0,397.0,23.5,7.8,2.0,2.0,0.6,0.2,0.402,0.397,0.407,0.78,16.0,0.082
334,2012,NBA,1,15,PHI,Maurice Harkless,19.053,F-G,us,St. John's University,2013.0,2019.0,419.0,23.0,7.3,3.6,0.9,1.0,0.7,0.474,0.537,0.33,0.609,16.0,0.08
335,2002,NBA,2,50,BOS,Darius Songaila,24.138,F,lt,Wake Forest University,2004.0,2011.0,495.0,18.6,6.9,3.4,1.2,0.7,0.2,0.499,0.501,0.158,0.844,15.9,0.083
336,1998,NBA,1,22,LAC,Brian Skinner,22.041,F,us,Baylor University,1999.0,2012.0,608.0,17.9,4.7,4.7,0.5,0.4,0.9,0.494,0.494,0.333,0.566,15.8,0.07
337,2002,NBA,2,34,MIL,Dan Gadzuric,24.15,C,nl,"University of California, Los Angeles",2003.0,2012.0,527.0,14.8,4.7,4.4,0.4,0.5,0.9,0.5,0.501,0.0,0.498,15.8,0.097
338,2010,NBA,2,40,IND,Lance Stephenson,19.297,G-F,us,University of Cincinnati,2011.0,2019.0,445.0,24.4,8.8,4.3,3.0,0.7,0.1,0.447,0.498,0.303,0.685,15.8,0.07
339,2012,NBA,1,12,HOU,Jeremy Lamb,20.034,G-F,us,University of Connecticut,2013.0,2019.0,362.0,18.8,9.2,3.3,1.4,0.6,0.3,0.443,0.501,0.338,0.839,15.8,0.112
340,2001,NBA,2,53,UTA,Jarron Collins,22.213,F-C,us,Stanford University,2002.0,2011.0,542.0,15.8,3.9,2.9,0.8,0.3,0.2,0.455,0.456,0.0,0.699,15.7,0.088
341,2012,NBA,2,40,POR,Will Barton,21.179,G,us,University of Memphis,2013.0,2019.0,397.0,22.8,10.5,3.9,2.3,0.7,0.4,0.435,0.482,0.342,0.791,15.5,0.082
342,2014,NBA,2,45,CHH,Dwight Powell,22.347,F-C,ca,Stanford University,2015.0,2019.0,259.0,16.6,6.7,4.2,0.8,0.7,0.4,0.541,0.588,0.289,0.741,15.5,0.172
343,1997,NBA,1,27,UTA,Jacque Vaughn,22.14,G,us,University of Kansas,1998.0,2009.0,776.0,16.3,4.5,1.3,2.5,0.5,0.0,0.429,0.437,0.352,0.779,15.4,0.058
344,2000,NBA,2,44,DET,Brian Cardinal,23.063,F,us,Purdue University,2001.0,2012.0,456.0,14.2,4.6,2.3,1.0,0.6,0.2,0.408,0.432,0.372,0.861,15.4,0.114
345,2008,NBA,1,2,MIA,Michael Beasley,19.173,F,us,Kansas State University,2009.0,2019.0,586.0,23.3,12.6,4.8,1.3,0.6,0.5,0.464,0.48,0.352,0.76,15.3,0.054
346,2012,NBA,1,21,BOS,Jared Sullinger,20.121,F,us,Ohio State University,2013.0,2017.0,269.0,24.3,10.8,7.5,1.8,0.7,0.6,0.436,0.476,0.272,0.723,15.3,0.113
347,2009,NBA,1,28,MIN,Wayne Ellington,21.245,G,us,University of North Carolina,2010.0,2018.0,592.0,21.0,8.0,2.2,1.1,0.5,0.1,0.411,0.443,0.381,0.851,15.2,0.059
348,1999,NBA,1,27,ATL,Jumaine Jones,20.145,F,us,University of Georgia,2000.0,2007.0,471.0,20.8,7.1,4.2,0.9,0.7,0.3,0.424,0.474,0.349,0.704,15.1,0.074
349,2012,NBA,1,8,TOR,Terrence Ross,21.149,F-G,us,University of Washington,2013.0,2019.0,416.0,23.8,9.6,2.6,1.0,0.8,0.3,0.421,0.475,0.371,0.799,15.0,0.073
350,2000,NBA,1,12,DAL,Etan Thomas,22.094,F,us,Syracuse University,2002.0,2011.0,409.0,17.3,5.7,4.7,0.4,0.3,1.0,0.513,0.513,,0.603,14.9,0.101
351,2012,NBA,1,18,HOU,Terrence Jones,20.176,F,us,University of Kentucky,2013.0,2017.0,232.0,24.0,10.5,5.7,1.0,0.6,1.2,0.501,0.539,0.299,0.622,14.8,0.128
352,2005,NBA,1,24,HOU,Luther Head,22.22,G,us,University of Illinois at Urbana-Champaign,2006.0,2011.0,348.0,22.4,8.2,2.4,2.1,0.7,0.1,0.423,0.454,0.388,0.773,14.7,0.09
353,2006,NBA,2,32,HOU,Steve Novak,23.021,F,us,Marquette University,2007.0,2017.0,467.0,12.1,4.7,1.3,0.3,0.2,0.1,0.437,0.463,0.43,0.877,14.5,0.123
354,2000,NBA,1,20,PHI,Speedy Claxton,22.057,G,us,Hofstra University,2002.0,2009.0,334.0,25.6,9.3,2.5,4.3,1.5,0.1,0.409,0.428,0.193,0.762,14.2,0.08
355,2007,NBA,1,24,PHO,Rudy Fernandez,22.09,G,es,,2009.0,2012.0,249.0,24.0,9.1,2.4,2.2,1.0,0.2,0.399,0.463,0.36,0.84,14.2,0.114
356,2010,NBA,1,19,BOS,Avery Bradley,19.215,G,us,University of Texas at Austin,2011.0,2019.0,464.0,28.4,12.3,3.0,1.7,1.1,0.2,0.438,0.472,0.365,0.772,14.1,0.051
357,2011,NBA,1,2,MIN,Derrick Williams,20.034,F,us,University of Arizona,2012.0,2018.0,428.0,20.7,8.9,4.0,0.7,0.5,0.3,0.434,0.484,0.3,0.71,14.1,0.076
358,2014,NBA,1,19,CHI,Gary Harris,19.29,G,us,Michigan State University,2015.0,2019.0,260.0,28.5,12.5,2.5,2.1,1.3,0.2,0.47,0.541,0.368,0.802,14.1,0.091
359,2007,NBA,1,20,MIA,Jason Smith,21.123,F-C,us,Colorado State University,2008.0,2019.0,600.0,16.5,6.2,3.4,0.7,0.3,0.7,0.469,0.48,0.33,0.781,14.0,0.068
360,2006,NBA,1,26,LAL,Jordan Farmar,19.215,G,us,"University of California, Los Angeles",2007.0,2017.0,504.0,19.5,7.7,1.9,2.9,0.8,0.1,0.423,0.463,0.374,0.739,13.9,0.068
361,2009,NBA,2,44,DET,Chase Budinger,21.039,F,us,University of Arizona,2010.0,2016.0,407.0,19.7,7.9,3.0,1.2,0.5,0.2,0.43,0.486,0.352,0.797,13.9,0.083
362,2001,NBA,2,30,CHI,Trenton Hassell,22.121,G,us,Austin Peay State University,2002.0,2010.0,644.0,25.3,5.8,2.8,1.8,0.4,0.4,0.445,0.457,0.318,0.765,13.8,0.041
363,2011,NBA,2,50,PHI,Lavoy Allen,22.144,F-C,us,Temple University,2012.0,2017.0,388.0,17.8,4.8,4.8,1.0,0.3,0.6,0.471,0.474,0.133,0.682,13.8,0.096
364,2005,NBA,1,27,POR,Linas Kleiza,20.181,F,lt,University of Missouri,2006.0,2013.0,409.0,20.0,8.7,3.6,0.8,0.4,0.2,0.435,0.501,0.335,0.763,13.6,0.08
365,2013,NBA,1,24,NYK,Tim Hardaway,21.108,G,us,University of Michigan,2014.0,2019.0,344.0,25.2,12.3,2.4,1.7,0.6,0.2,0.425,0.502,0.345,0.809,13.6,0.075
366,2003,NBA,2,32,LAL,Luke Walton,23.095,F,us,University of Arizona,2004.0,2013.0,564.0,17.2,4.7,2.8,2.3,0.6,0.2,0.429,0.459,0.326,0.715,13.5,0.067
367,2014,NBA,1,23,UTA,Rodney Hood,21.254,G-F,us,Duke University,2015.0,2019.0,253.0,27.5,12.9,3.0,2.0,0.7,0.2,0.418,0.46,0.367,0.831,13.4,0.093
368,1998,NBA,1,6,DAL,Robert Traylor,21.148,F,us,University of Michigan,1999.0,2005.0,438.0,14.3,4.8,3.7,0.7,0.6,0.7,0.474,0.478,0.167,0.577,13.3,0.102
369,2000,NBA,1,7,CHI,Chris Mihm,20.353,C,us,University of Texas at Austin,2001.0,2009.0,436.0,20.1,7.5,5.3,0.5,0.3,1.0,0.459,0.46,0.231,0.704,13.3,0.073
370,1999,NBA,1,28,UTA,Scott Padgett,23.077,F,us,University of Kentucky,2000.0,2007.0,448.0,12.5,4.2,2.7,0.7,0.4,0.2,0.41,0.433,0.373,0.736,13.2,0.113
371,2002,NBA,1,11,WAS,Jared Jeffries,20.218,F,us,Indiana University,2003.0,2013.0,629.0,21.6,4.8,4.1,1.3,0.7,0.5,0.426,0.447,0.25,0.583,13.1,0.046
372,2014,NBA,1,4,ORL,Aaron Gordon,18.288,F,us,University of Arizona,2015.0,2019.0,268.0,26.2,11.5,5.9,1.7,0.8,0.6,0.452,0.517,0.311,0.696,13.1,0.09
373,1997,NBA,2,37,GSW,Marc Jackson,22.166,C,us,Temple University,2001.0,2007.0,387.0,19.6,8.4,4.3,0.8,0.4,0.3,0.446,0.448,0.226,0.814,13.0,0.082
374,2002,NBA,2,31,CHI,Roger Mason,21.294,G,us,University of Virginia,2003.0,2014.0,518.0,17.7,6.3,1.7,1.3,0.4,0.1,0.408,0.435,0.383,0.866,13.0,0.068
375,2006,NBA,1,4,POR,Tyrus Thomas,19.32,F,us,Louisiana State University,2007.0,2015.0,402.0,19.7,7.7,4.8,0.9,0.8,1.3,0.438,0.44,0.235,0.732,13.0,0.078
376,2003,NBA,2,41,SEA,Willie Green,21.338,G,us,University of Detroit Mercy,2004.0,2015.0,731.0,20.2,8.3,1.8,1.4,0.5,0.1,0.425,0.454,0.346,0.765,12.9,0.042
377,2013,NBA,2,31,CLE,Allen Crabbe,21.084,G-F,us,University of California,2014.0,2019.0,305.0,24.3,9.5,2.8,1.2,0.6,0.3,0.436,0.482,0.395,0.85,12.9,0.083
378,2001,NBA,1,8,CLE,DeSagana Diop,19.153,C,sn,,2002.0,2013.0,601.0,14.0,2.0,3.7,0.4,0.4,1.0,0.427,0.429,0.167,0.467,12.8,0.073
379,1998,NBA,1,12,ORL,Michael Doleac,21.014,C,us,University of Utah,1999.0,2008.0,587.0,15.0,4.9,3.3,0.6,0.3,0.4,0.439,0.44,0.125,0.791,12.7,0.07
380,2013,NBA,1,26,MIN,Andre Roberson,21.211,G-F,us,University of Colorado,2014.0,2018.0,295.0,22.5,4.6,4.0,0.9,0.9,0.7,0.482,0.609,0.257,0.467,12.7,0.092
381,2014,NBA,1,30,SAS,Kyle Anderson,20.284,F-G,us,"University of California, Los Angeles",2015.0,2019.0,261.0,18.0,4.9,3.6,1.7,0.9,0.5,0.476,0.499,0.333,0.729,12.7,0.13
382,2010,NBA,1,28,MEM,Greivis Vasquez,23.165,G,ve,University of Maryland,2011.0,2017.0,401.0,23.7,9.0,2.5,4.8,0.6,0.1,0.418,0.456,0.349,0.817,12.6,0.064
383,2013,NBA,1,6,NOH,Nerlens Noel,19.083,C-F,us,University of Kentucky,2015.0,2019.0,227.0,25.8,9.2,7.2,1.4,1.5,1.4,0.514,0.515,0.25,0.623,12.6,0.104
384,2013,NBA,1,5,PHO,Alex Len,20.016,C,ua,University of Maryland,2014.0,2019.0,339.0,20.0,7.3,6.5,0.8,0.4,1.0,0.485,0.489,0.25,0.707,12.5,0.089
385,2014,NBA,1,1,CLE,Andrew Wiggins,19.128,F-G,ca,University of Kansas,2015.0,2019.0,331.0,36.1,19.7,4.1,2.1,1.0,0.5,0.447,0.472,0.33,0.742,12.5,0.05
386,1998,NBA,2,55,DEN,Ryan Bowen,22.222,F,us,University of Iowa,2000.0,2010.0,507.0,12.8,2.6,2.1,0.5,0.6,0.3,0.456,0.472,0.206,0.693,12.4,0.092
387,2008,NBA,1,27,NOH,Darrell Arthur,20.098,F,us,University of Kansas,2009.0,2018.0,503.0,17.8,6.5,3.5,0.8,0.6,0.6,0.444,0.46,0.352,0.765,12.3,0.066
388,2011,NBA,2,40,MIL,Jon Leuer,22.045,F,us,University of Wisconsin,2012.0,2018.0,336.0,16.5,6.7,4.0,0.9,0.4,0.3,0.478,0.512,0.335,0.769,12.3,0.107
389,2011,NBA,2,55,BOS,E'Twaun Moore,22.12,G,us,Purdue University,2012.0,2019.0,466.0,21.1,7.7,2.0,1.8,0.7,0.2,0.456,0.491,0.384,0.741,12.2,0.06
390,2000,NBA,1,23,UTA,DeShawn Stevenson,19.091,G,us,,2001.0,2013.0,824.0,22.3,7.2,2.2,1.6,0.5,0.2,0.406,0.433,0.34,0.698,12.1,0.032
391,2000,NBA,2,30,LAC,Marko Jaric,21.265,G,rs,,2003.0,2009.0,447.0,25.2,7.1,2.7,3.6,1.3,0.3,0.404,0.428,0.344,0.73,12.1,0.052
392,2009,NBA,1,29,LAL,Toney Douglas,23.107,G,us,Florida State University,2010.0,2017.0,394.0,19.1,7.6,2.2,2.3,0.9,0.1,0.404,0.448,0.354,0.824,12.1,0.077
393,2014,NBA,1,7,LAL,Julius Randle,19.214,F-C,us,University of Kentucky,2015.0,2019.0,242.0,27.7,13.6,8.9,2.6,0.6,0.5,0.494,0.508,0.268,0.716,12.1,0.086
394,2014,NBA,1,10,PHI,Elfrid Payton,20.129,G,us,University of Louisiana at Lafayette,2015.0,2019.0,304.0,29.5,11.2,4.3,6.4,1.3,0.3,0.458,0.48,0.301,0.62,12.1,0.065
395,2015,NBA,1,4,NYK,Kristaps Porzingis,19.332,F-C,lv,,2016.0,2018.0,186.0,31.0,17.8,7.1,1.3,0.7,2.0,0.437,0.467,0.361,0.804,12.1,0.1
396,2006,NBA,2,49,DEN,Leon Powe,22.163,F,us,University of California,2007.0,2011.0,239.0,13.9,6.2,3.8,0.3,0.3,0.3,0.515,0.517,0.0,0.682,12.0,0.174
397,1999,NBA,2,47,PHI,Todd MacCulloch,23.16,C,ca,University of Washington,2000.0,2003.0,223.0,15.4,6.1,4.0,0.5,0.3,0.8,0.541,0.541,,0.642,11.9,0.166
398,2011,NBA,1,17,NYK,Iman Shumpert,21.002,G,us,Georgia Institute of Technology,2012.0,2019.0,389.0,25.3,7.3,3.4,1.9,1.1,0.2,0.398,0.442,0.341,0.764,11.9,0.058
399,2011,NBA,2,31,MIA,Bojan Bogdanovic,22.071,G-F,ba,,2015.0,2019.0,323.0,26.8,12.1,3.2,1.2,0.5,0.1,0.453,0.512,0.382,0.863,11.9,0.066
400,2012,NBA,2,43,ATL,Mike Scott,23.353,F,us,University of Virginia,2013.0,2019.0,362.0,16.0,7.4,3.0,0.9,0.3,0.1,0.476,0.54,0.351,0.762,11.9,0.098
401,1999,NBA,2,41,DEN,Francisco Elson,23.128,C,nl,University of California,2004.0,2012.0,472.0,15.3,3.7,3.5,0.6,0.5,0.5,0.478,0.481,0.188,0.7,11.7,0.078
402,2015,NBA,1,27,LAL,Larry Nance Jr.,22.18,F-C,us,University of Wyoming,2016.0,2019.0,195.0,21.5,7.2,5.9,1.2,1.2,0.5,0.546,0.565,0.22,0.686,11.7,0.134
403,2000,NBA,2,33,CHI,Jake Voskuhl,22.245,C,us,University of Connecticut,2001.0,2009.0,450.0,14.3,4.0,3.4,0.5,0.3,0.4,0.487,0.488,0.333,0.714,11.6,0.087
404,2011,NBA,1,8,DET,Brandon Knight,19.208,G,us,University of Kentucky,2012.0,2017.0,382.0,31.3,15.2,3.3,4.3,0.9,0.2,0.415,0.445,0.357,0.812,11.6,0.047
405,2011,NBA,1,12,UTA,Alec Burks,19.343,G,us,University of Colorado,2012.0,2019.0,369.0,20.9,9.6,2.9,1.6,0.6,0.1,0.425,0.446,0.355,0.766,11.6,0.072
406,2015,NBA,1,6,SAC,Willie Cauley-Stein,21.316,F-C,us,University of Kentucky,2016.0,2019.0,220.0,23.0,9.6,5.7,1.4,0.8,0.8,0.525,0.529,0.188,0.636,11.3,0.107
